Ticker,Name,Exchange,categoryName,categoryNr
DLD.BE,DIEBOLD ,BER,Computer Based Systems,812
YC5.BE,FRONTIER COMM-B,BER,Wireless Communications,840
KBHL.CO,Københavns Lufthavne A/S,CPH,"Air Services, Other",772
ABRN,Arbor Realty Trust Inc.,NYQ,None,0
NLM.SG,FROSTA ,STU,Food - Major Diversified,340
SKUL,"Skullcandy, Inc.",NMS,Electronic Equipment,314
XTMM,XTREME MOTORSPORTS I,PNK,None,0
AAPC,Atlantic Alliance Partnership Corp.,NCM,Conglomerates,210
SRCE,1st Source Corporation,NMS,Regional - Midwest Banks,414
AAPL,Apple Inc.,NMS,Electronic Equipment,314
AAPJ,"AAP, Inc.",PNK,None,0
SRCO,"Sparta Commercial Services, Inc.",PNK,Credit Services,424
SRCL,"Stericycle, Inc.",NMS,Waste Management,637
ZFC,ZAIS Financial Corp.,NYQ,REIT - Diversified,440
QBCRF,Quebecor Inc.,PNK,None,0
8583.KL,Mah Sing Group Bhd,KLS,None,0
JMT.LS,JERONIMO MARTINS ,LIS,None,0
UTW.L,Utilitywise Plc,LSE,Business Services,760
59M.F,MS&AD INSURANCE,FRA,None,0
5AU.SI,AP Oil International Limited,SES,Oil & Gas Refining & Marketing,122
NIR.V,Noble Iron Inc.,VAN,None,0
PSDV,pSivida Corp.,NGM,Drugs - Generic,512
ESYJY,easyJet plc,PNK,None,0
0444.HK,Sincere Watch (Hong Kong) Limited,HKG,Jewelry Stores,742
HI6.F,HAITIAN INTERNATION,FRA,Diversified Machinery,622
AEBZY,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,PNK,None,0
GGBR4.SA,Gerdau S.A.,SAO,None,0
WHR.BE,WHIRLPOOL,BER,Electronic Equipment,314
W02.MU,WP GLIMCHER REIT,MUN,None,0
NVRO,Nevro Corp.,NYQ,Medical Appliances & Equipment,521
7SN.F,SUNTORY B & F,FRA,None,0
LNEGY,Linde Aktiengesellschaft,PNK,None,0
GUDNF,Guangdong Yueyun Transportation Company Limited,PNK,None,0
NPF-UN.TO,NORTH AMERICAN PREFERRED SHARE ,TOR,None,0
XUII,None,PNK,None,0
PKI.TO,Parkland Fuel Corporation,TOR,Oil & Gas Refining & Marketing,122
BBD-A.TO,Bombardier Inc.,TOR,Aerospace/Defense - Major Diversified,610
TGLND,"TBC Global News Network, Inc.",PNK,None,0
IPRU8687.BO,ICICI PRUDENTIAL VALUE FUND SE,BSE,None,0
NFEC,NF Energy Saving Corp.,NCM,Industrial Equipment & Components,621
XDC.TO,Xtreme Drilling and Coil Services Corp.,TOR,Oil & Gas Drilling & Exploration,123
NFEI,"New Frontier Energy, Inc.",PNK,None,0
OM5.BE,OM GROUP,BER,Specialty Chemicals,113
BEST.L,Best of the Best Plc,LSE,"Recreational Goods, Other",317
HEL.V,Hellix Ventures Inc.,VAN,None,0
COLR.BR,Etn Fr Colruyt NV,BRU,Grocery Stores,734
MONKD,None,PNK,None,0
MONKE,None,OBB,None,0
0017-OL.HK,NEW WORLD DEV,HKG,None,0
DULUF,DULUXGROUP,PNK,None,0
BSPM,"Biostar Pharmaceuticals, Inc.",NCM,Drug Manufacturers - Major,510
WFC.TO,Wall Financial Corp.,TOR,Property Management,448
BSPA,"Ballston Spa Bancorp, Inc.",OBB,Regional - Northeast Banks,411
BHDB,"Brotherhood Bancshares, Inc.",PNK,None,0
DOF.OL,DOF ASA,OSL,Oil & Gas Equipment & Services,124
TOM.BE,TOYOTA MOTOR,BER,Auto Manufacturers - Major,330
IH0.SI,db x-trackers - Euro Stoxx 50 UCITS ETF (DR),SES,None,0
PFFVF,Pfeiffer Vacuum Technology AG,PNK,None,0
PINFRA.MX,Promotora y Operadora de Infraestructura SAB de CV,MEX,General Contractors,636
JE3.BE,YASHILI INTL,BER,None,0
CPLE3.SA,Companhia Paranaense de Energia - COPEL,SAO,None,0
MKTSQ,Direct Markets Holdings Corp.,PNK,None,0
GALT,"Galectin Therapeutics, Inc.",NCM,Drugs - Generic,512
1170-OL.HK,KINGMAKER,HKG,None,0
BBIM,Breman Bancorp Inc Mo,PNK,None,0
MITCF,MITANI CORP,PNK,None,0
GALE,"Galena Biopharma, Inc.",NCM,Biotechnology,515
MTENY,Mahanagar Telephone Nigam Limited,PNK,None,0
1712.TW,Sinon Corporation,TAI,Chemicals - Major Diversified,110
SORL,"SORL Auto Parts, Inc.",NGM,Auto Manufacturers - Major,330
URCFF,"Uracan Resources, Ltd.",PNK,None,0
OP0.F,OCI PARTNERS,FRA,None,0
6176.TW,Radiant Opto-Electronics Corporation,TAI,Semiconductor Equipment & Materials,834
KGPETRO.BO,K G Petrochem Ltd,BSE,Textile Industrial,628
RIHN.F,RIETER HLDG N,FRA,Diversified Machinery,622
OSUR,"OraSure Technologies, Inc.",NMS,Medical Instruments & Supplies,520
DXF.AX,DING SHENG XIN FINANCE CO. LIMI,ASX,None,0
F31.SI,Fragrance Group Limited,SES,Real Estate Development,449
0054.HK,Hopewell Holdings Ltd.,HKG,Real Estate Development,449
720650.TWO,YUANTA SECURITIES C/W 14/03/16(,TWO,None,0
NF2.MU,NISSIN FOODS HLDGS,MUN,Food - Major Diversified,340
ZYW.MU,CHINA PROPERTIES GP,MUN,Real Estate Development,449
OCDO.L,Ocado Group plc,LSE,Grocery Stores,734
EN.MX,Eni SpA,MEX,Major Integrated Oil & Gas,120
EFGU,"Tarsin Mobile, Inc.",PNK,None,0
ZYDUSWELL.NS,Zydus Wellness Limited,NSI,Personal Products,323
BCEI,"Bonanza Creek Energy, Inc.",NYQ,Independent Oil & Gas,121
2816-OL.HK,X DBCSI300REAL,HKG,None,0
NG4.SG,NICHII GAKKAN,STU,Hospitals,524
CTY1SN0115.HE,Citycon Oyj,HEL,None,0
SPD.L,Sports Direct International plc,LSE,"Specialty Retail, Other",745
M9R.DE,Canada Zinc Metals Corp.,GER,Industrial Metals & Minerals,133
STO.AX,Santos Limited,ASX,Independent Oil & Gas,121
CUMD,County First Bank,OBB,Regional - Mid-Atlantic Banks,412
O1BC.MU,XING N,MUN,Internet Information Providers,851
MTBC,"Medical Transcription Billing, Corp.",NCM,Healthcare Information Services,825
WIA020.NZ,WIA 15/05/21 6.25% - Wellington,NZE,None,0
BNY,BlackRock New York Municipal Income Trust,NYQ,Closed-End Fund - Debt,425
OHI,Omega Healthcare Investors Inc.,NYQ,REIT - Healthcare Facilities,442
HHSE,"Hannover House, Inc.",PNK,None,0
JKDG,"JunkieDog.com, Inc.",PNK,None,0
D,"Dominion Resources, Inc.",NYQ,Electric Utilities,911
RXN,Rexnord Corporation,NYQ,Diversified Machinery,622
SLTQY,Societatea Nationala de Gaze,PNK,None,0
QY1.F,QUALITY SYSTEMS,FRA,Healthcare Information Services,825
ATWL.BO,ACE TOURS WORLDWIDE LTD,BSE,None,0
VRLLOG.BO,VRL Logistics Limited,BSE,None,0
40SI.L,BCP FIN PERP NCNVP,LSE,None,0
SXMVF,Societe d'Exploration Miniere Vior Inc.,PNK,None,0
WCL.BE,CALIBRE MINING,BER,None,0
TTEG.OB,None,OBB,None,0
CLFD,"Clearfield, Inc.",NGM,Communication Equipment,841
Y45.SI,Singapore Myanmar Investco Limited,SES,Printed Circuit Boards,835
001630.KS,Chong Kun Dang Holdings Corp.,KSC,None,0
7WS.F,SAWAI PHARMA,FRA,None,0
VNO-PK,Vornado Realty Trust Pfd S K,NYQ,None,0
VNO-PI,Vornado Realty Trust Preferred ,NYQ,None,0
JOINDRE.BO,Joindre Capital Services Ltd.,BSE,Investment Brokerage - National,420
VNO-PL,Vornado Realty Trust Pfd Ser L ,NYQ,None,0
CTIX,Cellceutix Corporation,PNK,Biotechnology,515
CTIG,CTI Group Holdings Inc.,PNK,Business Software & Services,826
CTIB,CTI Industries Corp.,NCM,Rubber & Plastics,322
CTIC,CTI BioPharma Corp.,NCM,Biotechnology,515
JRB1.BE,IBC ADVANCED,BER,None,0
BGW.SG,BORGWARNER,STU,Auto Parts,333
V2RETAIL.NS,V2 RETAIL LTD INR10,NSI,None,0
SBUX.MX,Starbucks Corporation,MEX,Restaurants,712
MLFER.PA,"Ferco Développement
",PAR,Drug Manufacturers - Major,510
YHOO,Yahoo! Inc.,NMS,Internet Information Providers,851
ONGC.BO,Oil and Natural Gas Corp. Ltd.,BSE,Major Integrated Oil & Gas,120
SFH.AX,Specialty Fashion Group Limited,ASX,Apparel Stores,730
VAL.L,ValiRx plc,LSE,Biotechnology,515
BVSN,"BroadVision, Inc.",NGM,Internet Software & Services,852
0285.HK,BYD Electronic International Company Ltd,HKG,Communication Equipment,841
FQVLF,First Quantum Minerals Ltd.,PNK,None,0
WI0.F,WANGUO INTL MINING,FRA,None,0
LALAB.MX,GRUPO LALA-B-I,MEX,None,0
SEK.NZ,Seeka Kiwifruit Industries Limited,NZE,Farm Products,341
KZD.V,Kaizen Discovery Inc.,VAN,Industrial Metals & Minerals,133
0591.HK,C HIGHPRECISION,HKG,None,0
ONC.AX,Oncard International Limited,ASX,Business Services,760
WLGC,WordLogic Corp.,PNK,None,0
NWT.L,Newmark Security plc,LSE,Security & Protection Services,765
1396.HK,Hydoo International Holding Limited,HKG,None,0
SLOT,San Lotus Holding Inc.,OBB,Conglomerates,210
B3SB.DU,5.58 BES FIN NCP A,DUS,None,0
2062.TW,Sunspring Metal Corporation,TAI,Home Furnishings & Fixtures,311
NKNIF,NAKANISHI INC,PNK,None,0
STL.OL,STATOIL,OSL,None,0
NPKLY,Nampak Limited,PNK,None,0
1355-OL.HK,LEGEND STRAT,HKG,None,0
WRITD,"WRIT Media Group, Inc.",PNK,None,0
JPM,JPMorgan Chase & Co.,NYQ,Money Center Banks,410
RIGL,"Rigel Pharmaceuticals, Inc.",NMS,Drugs - Generic,512
BSL.AX,BlueScope Steel Limited,ASX,Steel & Iron,130
METSB.HE,Metsä Board Oyj,HEL,None,0
V3U.F,GREE,FRA,Internet Information Providers,851
RIGP,Transocean Partners LLC,NYQ,Oil & Gas Drilling & Exploration,123
GJ8.SI,Dukang Distillers Holdings Limited,SES,Beverages - Wineries & Distillers,347
FAR.TO,Foraco International SA,TOR,Industrial Metals & Minerals,133
4720.TWO,TEX YEAR INDUSTRIE TWD10,TWO,None,0
0605.HK,China Financial Services Holdings Limited,HKG,"Specialty Retail, Other",745
CCTXF,Mezzi Holdings Inc.,PNK,None,0
KRDMB.IS,Kardemir Karabuk Demir Celik Sanayi ve Ticaret AS,IST,None,0
HEO.V,H2O Innovation Inc.,VAN,Pollution & Treatment Controls,623
A8A.DU,JDC GROUP,DUS,Asset Management,422
ZCHA.MU,CHINA TELE SP ADR-H,MUN,Wireless Communications,840
064350.KS,Hyundai-Rotem Company,KSC,None,0
IDND,International Dispensing Corp.,PNK,None,0
IDNG,RedHawk Holdings Corp.,PNK,Oil & Gas Drilling & Exploration,123
720770.TWO,YUANTA SECURITIES C/W 21/03/16(,TWO,None,0
RTH.V,Rathdowney Resources Ltd.,VAN,Industrial Metals & Minerals,133
ESV,Ensco plc,NYQ,Oil & Gas Drilling & Exploration,123
ESS,Essex Property Trust Inc.,NYQ,REIT - Residential,445
ESP,Espey Mfg. & Electronics Corp.,ASE,Diversified Electronics,836
030995.TW,JIH SUN SECURITIES,TAI,None,0
ESE,ESCO Technologies Inc.,NYQ,Scientific & Technical Instruments,837
ESD,Legg Mason Partners Income Trust - Western Asset Emerging Markets Debt Fund,NYQ,Closed-End Fund - Debt,425
ESL,Esterline Technologies Corp.,NYQ,Aerospace/Defense Products & Services,611
ESI,ITT Educational Services Inc.,NYQ,Education & Training Services,766
FBMS,First Bancshares Inc.,NGM,Regional - Southeast Banks,413
FMN,Federated Premier Municipal Income Fund,NYQ,Closed-End Fund - Debt,425
DSPA,ANKAA Corp.,PNK,None,0
SFDL,Security Federal Corporation,PNK,Savings & Loans,419
DSPG,DSP Group Inc.,NMS,Semiconductor - Integrated Circuits,833
JPW,Nuveen Flexible Investment Inco,NYQ,None,0
720847.TWO,YUANTA SECURITIES C/W 24/03/16(,TWO,None,0
VGGL,Viggle Inc.,NCM,General Entertainment,716
ASIANPAIN.NS,Asian Paints Limited,NSI,Specialty Chemicals,113
SVCBY,Svenska Cellulosa Aktiebolaget SCA (publ),PNK,None,0
YPMR.MC,PROM.RENTA Y MAN.,MCE,None,0
03006X.TW,YUANTA SECURITIES C/W 25/01/16(,TAI,None,0
JHS.NS,JHS Svendgaard Laboratories Ltd.,NSI,None,0
QCLN,First Trust NASDAQ Cln Edge GrnEngyETF,NGM,None,0
ADPT,Adeptus Health Inc.,NYQ,Hospitals,524
FULO,Fullnet Communications Inc.,PNK,Internet Service Providers,850
FULL,Full Circle Capital Corporation,NGM,Closed-End Fund - Equity,426
FDL.L,Findel plc,LSE,"Specialty Retail, Other",745
SCI4.BO,SHIPPING CORPORATION OF INDIA,BSE,None,0
AWSRQ,"America West Resources, Inc.",PNK,None,0
DNGH,"Dongsheng Pharmaceutical International Co., Ltd.",PNK,None,0
WFI.TO,"WaterFurnace Renewable Energy, Inc.",TOR,None,0
720155.TWO,KGI SECURITIES(TW) C/W 29/01/16,TWO,None,0
FULT,Fulton Financial Corporation,NMS,Regional - Northeast Banks,411
04469P.TW,YUANTA SECURITIES CO.LTD P/W 27,TAI,None,0
OMANSH.BO,OMANSH ENTERPRISES LTD,BSE,None,0
SMT.L,Scottish Mortgage Investment Trust PLC,LSE,Asset Management,422
DYG.V,Dynasty Gold Corp.,VAN,Industrial Metals & Minerals,133
1395.HK,ELL Environmental Holdings Limited,HKG,None,0
HMPRO.BK,Home Product Center Public Company Limited,SET,None,0
EOAN.DE,E.ON SE,GER,Diversified Utilities,913
GJNSY,Gjensidige Forsikring ASA,PNK,None,0
UDG.L,UDG Healthcare plc,LSE,Medical Equipment Wholesale,754
ERBOS.IS,Erbosan Erciyas Boru Sanayii ve Ticaret A.S.,IST,None,0
NARS.L,Nationwide Accident Repair Services plc,LSE,None,0
2100.HK,BAIOO Family Interactive Limited,HKG,None,0
ALU.PA,Alcatel-Lucent,PAR,Communication Equipment,841
GRMN,Garmin Ltd.,NMS,Scientific & Technical Instruments,837
DOOR,Masonite International Corporation,NYQ,General Building Materials,634
VLID3.SA,Valid Soluções e Serviços de Segurança em Meios de Pagamentos e Identificação S.A.,SAO,None,0
POG.L,Petropavlovsk PLC,LSE,Gold,134
BPO-PA.TO,BROOKFIELD OFFICE PROPERTIES PR,TOR,None,0
GRMC,Goldrich Mining Company,PNK,Industrial Metals & Minerals,133
YGYI,"Youngevity International, Inc.",PNK,None,0
XPK.BE,WHITE ENERGY LTD,BER,Industrial Metals & Minerals,133
CMICF,"CMIC HOLDINGS Co., Ltd.",PNK,None,0
PAQWF,PRIME ACQUISITION WR,PNK,None,0
EUCA.DE,euromicron Aktiengesellschaft,GER,Information Technology Services,824
PSAN.DE,"PSI Aktiengesellschaft für Produkte und Systeme der Informationstechnologie
",GER,Business Software & Services,826
AUY.BA,"Yamana Gold, Inc.",BUE,Gold,134
VALUEMAR.BO,VALUEMART RETAIL SOLUTIONS LTD,BSE,None,0
EBIO,"Eleven Biotherapeutics, Inc.",NGM,Biotechnology,515
VVCVF,VVC Exploration Corp.,PNK,None,0
LIBC,"Liberty Bancorp (South San Francisco, CA)",PNK,None,0
0175.HK,Geely Automobile Holdings Ltd.,HKG,Auto Manufacturers - Major,330
SUNILAGR.BO,Sunil Agro Foods Ltd,BSE,Farm Products,341
EBIX,Ebix Inc.,NMS,Business Software & Services,826
BOGN,Bogen Communications International Inc.,PNK,None,0
YH2.SG,Yeo Hiap Seng Limited,STU,None,0
V8V1.F,VATIC VENTURES,FRA,None,0
HWP.DE,Hewlett-Packard Company,GER,Computer Based Systems,812
OPAN.L,OPTIMAL I15 NP,LSE,None,0
XTNT,"Xtant Medical Holdings, Inc.",ASE,None,0
AHCS.QA,Aamal Company Q.S.C,DOH,None,0
ELLI,"Ellie Mae, Inc.",NYQ,Application Software,821
ELLO,Ellomay Capital Ltd.,ASE,Electric Utilities,911
GMG.AX,Goodman Group,ASX,REIT - Diversified,440
2338-OL.HK,WEICHAI POWER,HKG,None,0
TRY.L,TR Property Investment Trust Plc - Ordinary Shares,LSE,Asset Management,422
VIVO-BTA.ST,VIVOLINE MED I14,STO,None,0
JIYAECO.BO,Jiya Eco-Products Limited,BSE,None,0
PLFXE,Pulse Evolution Corporation,OBB,None,0
032620.KQ,"UBCare Co., Ltd.",KOE,None,0
MJCO,Majesco,ASE,Application Software,821
ECACU,E-Compass Acquisition Corp.,NCM,None,0
T06.SI,Tiong Woon Corporation Holding Ltd,SES,Rental & Leasing Services,761
WWSG,Worldwide Strategies Inc.,PNK,Diversified Communication Services,846
TPHS,Trinity Place Holdings Inc.,PNK,None,0
HPMCF,Africa Energy Corp.,PNK,None,0
TPHX,Tanaris Power Holdings Inc.,PNK,Diversified Electronics,836
6128.HK,Earthasia International Holdings Limited,HKG,None,0
YIZH.MU,SINOPEC OILFIELD-H-,MUN,Oil & Gas Refining & Marketing,122
ASOMY,ASOS Plc,PNK,None,0
ASGR.JK,Astra Graphia Tbk.,JKT,None,0
CONCOR.BO,Container Corporation of India Ltd.,BSE,Air Delivery & Freight Services,773
0312.HK,Shirble Department Store Holdings (China) Limited,HKG,Department Stores,731
EKFC,Eureka Financial Corp.,PNK,Savings & Loans,419
SLM.V,SLATER MINING CORPORATION,VAN,None,0
VXS.TO,"ViXS Systems, Inc.",TOR,Semiconductor Equipment & Materials,834
FG5.HM,METALS X,HAM,None,0
MICT,"Micronet Enertec Technologies, Inc.",NCM,Aerospace/Defense - Major Diversified,610
CAP.PA,Cap Gemini S.A.,PAR,Information Technology Services,824
WST.V,Westridge Resources Inc.,VAN,Industrial Metals & Minerals,133
AFGE,American Financial Group Inc.,NYQ,None,0
0145.HK,Hong Kong Building & Loan Agency Ltd.,HKG,Asset Management,422
KGF.V,King George Financial Corp.,VAN,Real Estate Development,449
RSTGF,RESTAURANT GROUP PLC,PNK,None,0
SSN.V,Stetson Oil and Gas Ltd.,VAN,Oil & Gas Drilling & Exploration,123
CGEN,Compugen Ltd.,NGM,Biotechnology,515
NOSOF,Noront Resources Ltd.,PNK,None,0
ULUR,ULURU Inc.,PNK,None,0
ELAA.SG,ESTEE LAUDER-A,STU,Personal Products,323
TPC,Tutor Perini Corporation,NYQ,Heavy Construction,635
MDG1.DE,MediGene AG,GER,Biotechnology,515
TPL,Texas Pacific Land Trust,NYQ,Real Estate Development,449
AVRN,Avra Inc.,OBB,Business Software & Services,826
HRS,Harris Corporation,NYQ,Communication Equipment,841
HLIT,Harmonic Inc.,NMS,Communication Equipment,841
SKS.SG,SHINKO EL IND,STU,Semiconductor - Broad Line,830
Y9L.MU,YELP-A,MUN,Internet Information Providers,851
HRG,"HRG Group, Inc.",NYQ,Conglomerates,210
HRC,"Hill-Rom Holdings, Inc.",NYQ,Medical Instruments & Supplies,520
HRB,"H&R Block, Inc.",NYQ,Personal Services,762
VIVEF,Vivendi SA,PNK,None,0
HWO.TO,High Arctic Energy Services Inc,TOR,Oil & Gas Equipment & Services,124
TKFOY,Tokyu Fudosan Holdings Corporation,PNK,None,0
PNNT,PennantPark Investment Corporation,NMS,Asset Management,422
YZA.IR,ARYZTA N,ISE,None,0
IKK.L,Inch Kenneth Kajang Rubber Public Limited Company,LSE,Resorts & Casinos,711
MDNGF,Midnight Sun Mining Corp,PNK,None,0
0557.HK,City e-Solutions Limited,HKG,Business Services,760
4QI.F,XTEP INTL HLDGS,FRA,Apparel Stores,730
TKAGY,Telekom Austria AG,PNK,None,0
FUP.F,FUJI PHARMA,FRA,Drug Manufacturers - Major,510
TCW.TO,Trican Well Service Ltd.,TOR,Oil & Gas Equipment & Services,124
KILBURN.BO,Kilburn Office Automation Ltd.,BSE,Business Equipment,313
2884.TW,"E.SUN Financial Holding Company, Ltd.",TAI,Money Center Banks,410
TMS1.MU,SYNAGEVA BIOPHARMA,MUN,None,0
TTM.V,Abzu Gold Ltd,VAN,Silver,135
ENB,Enbridge Inc.,NYQ,Oil & Gas Pipelines,125
ENG,ENGlobal Corp.,NCM,Technical Services,767
VTU.L,Vertu Motors Plc,LSE,Auto Dealerships,744
MCOR.JK,Bank Windu Kentjana Internation,JKT,None,0
ENJ,"Entergy New Orleans, Inc.",NYQ,None,0
ENL,Reed Elsevier NV,NYQ,None,0
ENR,"Energizer Holdings, Inc.",NYQ,Personal Products,323
ENS,EnerSys,NYQ,Industrial Electrical Equipment,627
ENT,Global Eagle Entertainment Inc.,NCM,Entertainment - Diversified,722
ENV,"Envestnet, Inc.",NYQ,Business Services,760
ENX,Eaton Vance New York Municipal Bond Fund,ASE,Asset Management,422
ENZ,Enzo Biochem Inc.,NYQ,Medical Laboratories & Research,525
FBRC,FBR & Co.,NMS,Investment Brokerage - National,420
CRUZ3F.SA,SOUZA CRUZ  ON,SAO,None,0
TTK.MU,TAKKT,MUN,Marketing Services,721
DPM.F,SUMI DAI PHARMA,FRA,Drugs - Generic,512
NFAZ.ME,Neftekamsk Auto Plant Open Joint-Stock Company,MCX,None,0
STCK.L,Stock Spirits Group plc,LSE,Beverages - Wineries & Distillers,347
RSTI,Rofin-Sinar Technologies Inc.,NMS,Scientific & Technical Instruments,837
O3B.BE,YOMA STRATEGIC HLDG,BER,None,0
KJ6.SI,db x-trackers II - Singapore Dollar Cash UCITS ETF,SES,None,0
KBWA.BE,BOSKALIS WESTMINSTR,BER,None,0
SEV,"Sevcon, Inc.",NCM,Semiconductor - Integrated Circuits,833
SEP,"Spectra Energy Partners, LP",NYQ,Oil & Gas Pipelines,125
JCDAF,Jacada Ltd.,PNK,Internet Software & Services,852
GLAG,Gala Global Inc.,PNK,None,0
SEE,Sealed Air Corporation,NYQ,Packaging & Containers,325
SEB,Seaboard Corp.,ASE,Conglomerates,210
SEM,Select Medical Holdings Corporation,NYQ,Hospitals,524
0XI.BE,XIABUXIABU CATERING,BER,None,0
NICE.MI,Nice SpA,MIL,Electronic Equipment,314
WKOF.L,WEISS KOREA OPP GBP,LSE,None,0
FMCKJ.OB,None,OBB,None,0
HAVSF,Havas,PNK,None,0
KLYG,"Kelyniam Global, Inc.",PNK,None,0
ACS.MC,ACS,MCE,None,0
JPPOWER6.BO,JAIPRAKASH POWER VENTURES LTD,BSE,None,0
INFO,"Metro One Telecommunications, Inc.",PNK,None,0
INFN,Infinera Corporation,NMS,Communication Equipment,841
NXI-H.V,NXA INC,VAN,None,0
INFI,"Infinity Pharmaceuticals, Inc.",NMS,Biotechnology,515
WSEYF,Wellstar Energy Corp.,PNK,None,0
FCTY,"1st Century Bancshares, Inc.",NCM,Regional - Pacific Banks,416
INFA,Informatica Corporation,NMS,None,0
ASFI,Asta Funding Inc.,NMS,Business Services,760
1915516.SG,CHINA NRTH EAST PET,EWX,None,0
SAEUF,Saturn Minerals Inc.,PNK,None,0
INFY,Infosys Limited,NYQ,Technical & System Software,822
INFX,"Infinex Ventures, Inc.",PNK,None,0
INFU,"InfuSystem Holdings, Inc.",ASE,Medical Instruments & Supplies,520
PRKA,"Parks! America, Inc.",PNK,General Entertainment,716
1TW.MU,TRAVELPORT WORLD,MUN,None,0
PRKR,Parkervision Inc.,NCM,Semiconductor - Integrated Circuits,833
PRKV,"ParkVida Group, Inc.",PNK,None,0
4243@OM.KL,WTK HOLDINGS BHD,KLS,None,0
EQN1.F,EQUINIX,FRA,None,0
8005-OL.HK,YUXING INFOTECH,HKG,None,0
ZDHJERK.BO,Dhanvantri Jeevan Rekha Ltd,BSE,Hospitals,524
ORENF,Origin Enterprises Plc,PNK,None,0
ZMS.V,Zecotek Photonics Inc,VAN,Medical Appliances & Equipment,521
AZA.BE,VERDE POTASH,BER,None,0
SRIOMTR.BO,Emergent Global Edu and Services Limited,BSE,Education & Training Services,766
ORCP.L,Oracle Coalfields Plc,LSE,Industrial Metals & Minerals,133
TEHN.BE,PEREGRINE PHARMA,BER,Biotechnology,515
PIVN,"Phoenix International Ventures, Inc.",PNK,Aerospace/Defense Products & Services,611
GOL,GOL Linhas AÃ©reas Inteligentes S.A.,NYQ,Regional Airlines,771
HS6.F,HASEKO CORP,FRA,Residential Construction,630
3389.HK,Hengdeli Holdings Limited,HKG,"Specialty Retail, Other",745
IGC.BE,CREXENDO,BER,None,0
GOF,Guggenheim Strategic Opportunit,NYQ,None,0
FSAM,Fifth Street Asset Management Inc.,NMS,None,0
GOV,Government Properties Income Trust,NYQ,REIT - Office,441
CUEYY,Cue Energy Resources Limited,PNK,None,0
SCIV,"The Savings Bank (Circleville, OH)",PNK,None,0
MEAOF,Metanor Resources Inc.,PNK,None,0
XREGE,None,OBB,None,0
ITPG,ITP Energy Corporation,PNK,None,0
OTSKY,"Otsuka Holdings Co., Ltd.",PNK,None,0
DJAK,None,PNK,None,0
AFBOF,AFRICAN RAINBOW MINE,PNK,None,0
SCIL,Scientific Learning Corp.,PNK,Education & Training Services,766
SCIO,Scio Diamond Technology Corporation,OBB,Industrial Metals & Minerals,133
GATE.L,Gate Ventures Plc,LSE,None,0
MAT1.DU,PANASONIC,DUS,Electronic Equipment,314
MTTIF,"Mitec Technologies, Inc.",PNK,None,0
BOZZ,Bozzuto's Inc.,PNK,None,0
ITI.BO,ITI Limited,BSE,Communication Equipment,841
LTBR,Lightbridge Corp.,NCM,Synthetics,111
OVTI,"OmniVision Technologies, Inc.",NMS,Semiconductor - Integrated Circuits,833
HHY.AX,Hastings High Yield Fund,ASX,Asset Management,422
W9C.BE,CONSTELLATION SOFT,BER,None,0
NBU.L,Naibu Global International Company Plc,LSE,None,0
OVTZ,Oculus VisionTech Inc.,PNK,None,0
ZIJB.SG,Smartac Group China Holdings Limited,STU,None,0
DRII,"Diamond Resorts International, Inc.",NYQ,Resorts & Casinos,711
BUSE,First Busey Corporation,NMS,Regional - Midwest Banks,414
PVH.F,PVH ,FRA,None,0
WPX.TO,Western Potash Corp.,TOR,Industrial Metals & Minerals,133
AZUR,"Azure Midstream Partners, LP",NYQ,Oil & Gas Pipelines,125
NYUKF,Nippon Yusen Kabushiki Kaisha,PNK,None,0
JMTAUTOLT.NS,JMT Auto Limited,NSI,Auto Parts,333
SRX.AX,Sirtex Medical Limited,ASX,Biotechnology,515
VTCQ,"VitaCig, Inc.",PNK,None,0
NGDAF,NEW GOLD WT,PNK,None,0
VRCFF,Victory Resources Corporation,PNK,None,0
1466.HK,Man Sang Jewellery Holdings Limited,HKG,None,0
LXU,LSB Industries Inc.,NYQ,Chemicals - Major Diversified,110
LXP,Lexington Realty Trust,NYQ,REIT - Diversified,440
O1BC.SG,XING N,STU,Internet Information Providers,851
HBH3.DU,HORNBACH HOLDING VZ,DUS,"Discount, Variety Stores",732
NAWI.TA,Nawi Brothers Group Ltd.,TLV,None,0
MORGAN.BO,Morgan Ventures Limited,BSE,Credit Services,424
CHDDLTD.BO,CHD Developers Limited,BSE,Property Management,448
CB5.F,COMMERCE BANCSHARES,FRA,Regional - Midwest Banks,414
LXK,Lexmark International Inc.,NYQ,Computer Based Systems,812
SSW.SG,SA SA INTL,STU,"Specialty Retail, Other",745
VLRT.SW,VALARTIS GROUP,EBS,None,0
RNY.DU,YAMANA GOLD,DUS,Gold,134
TARAJEWEL.NS,TARA JEWELS LTD INR10,NSI,None,0
RNY.DE,"Yamana Gold, Inc.",GER,Gold,134
PRZMA.IS,Prizma Pres Matbaacilik Yayincilik Sanayi ve Ticaret Anonim Sirketi,IST,None,0
MUX.DE,mutares AG,GER,Asset Management,422
